,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1666
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1916
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,7232
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,5662
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,706
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1070
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,3898
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,4956
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3134
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1174
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1990
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1150
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1092
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,624
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,11522
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,8990
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,5134
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2606
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,3862
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1786
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,18
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1874
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1230
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,2946
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,9970
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2472
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,8286
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,6446
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2378
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2622
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,4226
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3650
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2518
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2048
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,9742
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,940
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3278
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,3998
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1268
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1922
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,822
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,4490
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1474
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,7142
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,916
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2154
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,428
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1342
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,4314
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1766
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,3652
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,494
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,322
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,726
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,512
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2394
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1448
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,532
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,4490
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2010
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,5240
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,10156
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,4562
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4058
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,7126
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1766
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1016
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,730
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2746
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,5152
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,766
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1414
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,4298
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1758
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,3874
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1354
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,3456
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1220
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,458
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3436
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,4884
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2006
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,164
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,598
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4518
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1888
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,9206
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5220
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,9142
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4012
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,3874
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,8944
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,698
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,2992
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,4306
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,5348
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1114
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,3948
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,2816
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4248
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4182
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3022
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3582
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3160
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3262
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2224
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,2796
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,546
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,864
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,8200
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,758
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1742
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,9236
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2966
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,606
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1170
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,4166
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1672
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,164
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,4750
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,4564
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,3334
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,4470
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,3072
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,730
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,2148
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1712
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,9278
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1354
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,932
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,11032
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,760
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,5298
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2210
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,920
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,3430
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,400
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,5332
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,6966
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2682
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,438
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,9220
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,956
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,622
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,730
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2640
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,904
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,6878
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,3824
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,240
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,932
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,3650
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,5646
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,434
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3574
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2838
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,3914
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3372
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1186
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,6380
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1246
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,7890
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,48
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2354
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,930
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,9486
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,2482
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,5034
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,5302
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,584
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,7470
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,322
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,6284
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,6314
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,5676
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,358
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,478
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,4202
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,888
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,5138
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,8880
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,9262
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,7378
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,5500
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1196
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,986
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,4374
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1766
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,770
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3380
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,5214
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,4756
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,966
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,9282
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,550
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,904
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,744
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,9314
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,-14
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3626
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1782
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,6172
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,9460
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1378
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,5078
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,9224
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,866
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,538
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,992
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1482
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,4166
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4096
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,6490
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,2768
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1650
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,5000
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1524
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,5280
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1238
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,4688
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,7234
1748,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,6774
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,4610
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,984
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,5626
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,6798
1753,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1852
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,3744
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,3338
1756,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,1674
1757,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,454
1758,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,964
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,3606
1760,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,644
1761,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,13930
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,1022
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2058
1764,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,666
1765,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,4592
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4006
1767,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,982
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,3690
1769,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2066
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,4154
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2650
1772,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,2652
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1544
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,1450
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,4166
1776,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,4522
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,4442
1778,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1262
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2378
1780,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,3752
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,1270
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,3074
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,358
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,1408
1785,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,4070
1786,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,3926
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1374
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,9140
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,1248
1790,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,770
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,622
1792,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1752
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,3862
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,626
1795,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,570
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,4914
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1608
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,4340
1799,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,4298
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,240
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,4416
1802,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,1672
1803,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,1852
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,4660
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,858
1806,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,2734
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,6978
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,586
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,2212
1810,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,464
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,3650
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2518
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,500
1814,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,7066
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,3026
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,500
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1806
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,2472
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1788
1820,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,618
1821,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,892
1822,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,3192
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4326
1824,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3450
1825,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1170
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,438
1827,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,530
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,3774
1829,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,2832
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,952
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1344
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2570
1833,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,1846
1834,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,728
1835,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,12078
1836,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,650
1837,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,2166
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,1166
1839,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,4284
1840,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,762
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,3058
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,5892
1843,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,4534
1844,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,2252
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,3848
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,3784
1847,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,1010
1848,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,1330
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,1196
1850,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,770
1851,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,5392
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,4600
1853,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1374
1854,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,638
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,5602
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,916
1857,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,744
1858,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,892
1859,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,516
1860,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,9718
1861,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,1684
1862,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,984
1863,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1366
1864,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,6970
1865,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,820
1866,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,4236
1867,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,2518
1868,0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,634
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4072
1870,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,476
1871,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,588
1872,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,-6
